event_id,title,description,long_description,city,region,venue,start_date,end_date,tags
29709465,Visite Flash : Naviguer en Méditerranée à l’époque antique,Nuit européenne des musées,"<p>De l’arrivée des premiers phocéens à l’apogée de l’Empire Romain, Marseille est un port de bateliers, de marins, de pêcheurs et de commerçants. Les épaves des collections antiques du musée, précieux témoins, nous révèlent cette histoire, et celles des marseillais d’autrefois.<br>En lien avec la Saison méditerranée, des visites-flash et ateliers sur le thème de Marseille et la Méditerranée vous sont proposés.<br>Accès libre dans la limite des places disponibles. Attention jauge limitée.</p>",Marseille,Provence-Alpes-Côte d'Azur,Musée d'histoire de Marseille,2026-05-23T17:30:00+00:00,2026-05-23T18:00:00+00:00,Musée de France;Archéologie;Histoire
51948722,Visite de l’exposition et du parcours permanent du Mémorial des déportations en accès libre,Nuit européenne des musées,"<p>Au pied du Fort Saint-Jean, face aux vieux quartiers entièrement détruits durant la Seconde Guerre mondiale, le Mémorial des déportations est installé dans un blockhaus construit par l'armée allemande en 1943 dans un ensemble du verrou défensif, devant prévenir un débarquement des Alliés en Provence. Au moment où les derniers témoins disparaissent, le lieu s’attache à transmettre l’histoire et la mémoire des hommes, femmes et enfants arrêtés puis déportés parce que nés Juifs ou réprimés en tant que politiques, résistants, otages ou « suspects ».</p> <p><strong>Marseille 1900-1943. La mauvaise réputation :</strong><br>Près de deux mois après l’arrivée des Allemands à Marseille, en janvier 1943 à la suite d’une série d’attentats, Hitler lui-même donne l’ordre d’une répression sans précédent. Ont alors lieu, avec la collaboration du régime de Vichy, la première grande rafle de familles juives françaises, l’évacuation de 20 000 personnes des quartiers nord du Vieux-Port ainsi que leur destruction . Près de 1 500 personnes seront déportées, 14 hectares détruits.</p> <p>Cette exposition a pour objectif d’amener les visiteurs à comprendre comment une telle série d’événements a pu advenir sans oublier les enjeux idéologiques et stratégiques nazis. Elle vise à explorer les prémices de la catastrophe, en montrant que, si tout n’était pas écrit, l’impensable a été rendu possible par une sédimentation de représentations accolées à l’histoire de Marseille et à un imaginaire écrasant, une vision bien particulière que dégage Marseille, plus particulièrement ses vieux quartiers, depuis des décennies, une mauvaise réputation.</p> <p>Marseille ville ingouvernable et non gouvernée, ville rebelle, repaire de bandits. Elle est le symbole de la dégénérescence politique et morale. Une verrue infamante qu’il convient de rayer du paysage, en procédant à une vaste épuration présentée comme urgente et salutaire, afin d’effacer de la carte ce ghetto de pauvres et de « métèques », un refuge pour tous les persécutés dans l’entre-deux-guerres : antifascistes italiens, républicains espagnols, opposants allemands, Juifs apatrides, et enfin, un des foyers de la Résistance marseillaise pendant l’Occupation.<br>C’est à l’exploration de ce jeu de miroir complexe, se déployant sur un demi-siècle, que le visiteur de l’exposition sera invité à approcher la réalité de ces quartiers et ce qu’ils ont généré comme imaginaire, à comprendre le cheminement vers la destruction d’un quartier-symbole.</p> <p>Des textes et images, ainsi que 8 créations sonores permettent de saisir le ton de l’époque. Deux comédiens, Claude Leprêtre et Jean-Rémi Chaize, incarnent la lecture d’une sélection de textes de romanciers, reporters et éditorialistes des années 1920 et 1930, mais aussi de quelques échos dissidents qui échappent à cette vision stigmatisante des quartiers populaires, permettant de mettre en exergue l’ambivalence du regard sur Marseille, entre fascination exotique et répulsion phobique où détestation des étrangers et mépris de classe vont souvent de pair. Une création musicale inédite, composée et interprétée par Singhkeo Panya, accompagne les voix.</p>",Marseille,Provence-Alpes-Côte d'Azur,mémorial des déportations,2026-05-23T17:00:00+00:00,2026-05-23T21:59:00+00:00,
71694462,Exposition :  ART NOUVEAU – ART DÉCO. Marseille au cœur des styles (8 mai 2026 – 25 avril 2027),Nuit européenne des musées,"<p><strong>• VISITE LIBRE</strong> de l’exposition Art nouveau – Art déco. Marseille au cœur des styles et des collections<br><strong>• VISITES FLASH</strong><br>- Autour de l’exposition Art nouveau – Art déco. Marseille au cœur des styles&nbsp;: 19h45, 20h45, 21h15, 21h45, 22h45<br>- Autour des collections permanentes&nbsp;: 20h, 21h, 22h</p>",Marseille,Provence-Alpes-Côte d'Azur,"Château Borély - Musée des arts décoratifs, de la faïence et de la mode",2026-05-23T17:00:00+00:00,2026-05-23T21:59:00+00:00,"Musée de France;Monument historique;Arts décoratifs;Château, hôtel urbain, palais, manoir;Art moderne et contemporain;Insolites;Histoire"
68372632,Projection de restitution de l'Atelier de Programmation Croisé Marseille / Alger : « Ports d'attaches»,Nuit européenne des musées,"<p>Pour cette projection d'1 heure de courts métrages documentaires, soyez spectateur d'une programmation établie par un groupe de huit jeunes marseillais et algériens dans le cadre des ateliers du programme TiLEM.<br>En présence des jeunes programmateurs TiLEM des deux rives.</p> <p>Une proposition de La MaisonDAR et Les Écrans du Large, labellisée par la Saison Méditerranée 2026, qui réunit la jeunesse marseillaise et algérienne autour de la création documentaire et la musique.<br>Accès libre pour l’ensemble des activités dans la limite des places disponibles.<br>Et tout au long de la soirée dans le site du Port antique, restauration food truck autour de la mer</p>",Marseille,Provence-Alpes-Côte d'Azur,Musée d'histoire de Marseille,2026-05-23T17:00:00+00:00,2026-05-23T18:30:00+00:00,Musée de France;Archéologie;Histoire
76951581,Atelier-dessin : LES ATELIERS PUBLICS DES BEAUX-ARTS S’INVITENT AU MUSÉE,Nuit européenne des musées,"<p>Les Ateliers publics des Beaux-Arts proposent un atelier de dessin en techniques sèches, accompagné par l’artiste enseignant Pierre Louis Albert.<br>• Exposition des élèves de l’atelier Écriture, images et mots, mené tout au long de l’année au Musée d’Histoire de Marseille, accompagnés par l’artiste enseignant Bernard Briançon.<br>Les Ateliers publics des Beaux-Arts de Marseille font partie de l’établissement Campus art Méditerranée.<br>Programme détaillé à venir sur <a href=""https://musee-histoire.marseille.fr/"">https://musee-histoire.marseille.fr/</a></p> <p>Sur réservation au plus tard la veille des activités&nbsp;: <a href=""mailto:musee-histoire@marseille.fr"">musee-histoire@marseille.fr</a></p>",Marseille,Provence-Alpes-Côte d'Azur,Musée d'histoire de Marseille,2026-05-23T17:00:00+00:00,2026-05-23T18:00:00+00:00,Musée de France;Archéologie;Histoire
76397018,ART NOUVEAU – ART DÉCO. Marseille au cœur des styles (8 mai 2026 – 25 avril 2027),Nuit européenne des musées,"<p>Un atelier pour personnaliser son tote bag en le recouvrant de motifs observés dans l’exposition Art nouveau - Art déco. Marseille au cœur des styles.<br>Dans l’atelier pédagogique. Sur réservation, sur place, le soir même, dans la limite des places disponibles</p>",Marseille,Provence-Alpes-Côte d'Azur,"Château Borély - Musée des arts décoratifs, de la faïence et de la mode",2026-05-23T17:00:00+00:00,2026-05-23T20:30:00+00:00,"Musée de France;Monument historique;Arts décoratifs;Château, hôtel urbain, palais, manoir;Art moderne et contemporain;Insolites;Histoire"
82438390,Les collections permanentes,Nuit européenne des musées,"<p><strong>• 19h-22h30&nbsp;: La Classe L’oeuvre, restitution du projet Les jardins voyageurs</strong>&nbsp;<br>Trois classes de l’école élémentaire de La Corderie ont participé au projet «&nbsp;Les jardins voyageurs&nbsp;» autour de la thématique de l'eau à Marseille. À partir d’une visite du jardin botanique, du Château Borély et du Musée d’Histoire de Marseille, les élèves ont imaginé en classe des œuvres en lien avec les jardins, l'eau et Marseille.</p>",Marseille,Provence-Alpes-Côte d'Azur,"Château Borély - Musée des arts décoratifs, de la faïence et de la mode",2026-05-23T17:00:00+00:00,2026-05-23T20:30:00+00:00,"Musée de France;Monument historique;Arts décoratifs;Château, hôtel urbain, palais, manoir;Art moderne et contemporain;Insolites;Histoire"
66512235,Les collections permanentes,Nuit européenne des musées,"<p>• De 19h à 21 h<br>Retrouvez les élèves en option danse du lycée Saint Charles et ceux du collège Olympe de Gouges au Centre de la Vieille Charité. Dans le cadre du dispositif La classe l’œuvre, ils vous accompagneront à l’occasion de la Nuit européenne des musées, de la cour aux salles d’exposition, pour une déambulation chorégraphiée mettant en mouvement leur expérience au musée et ce qui les y a touchés.<br>• De 19h à minuit<br>L’équipe de médiation du MAAOA vous accueille pour (re)découvrir les collections du musée, répondre à vos questions, échanger.</p>",Marseille,Provence-Alpes-Côte d'Azur,"MAAOA - Musée d'Arts Africains, Océaniens, Amérindiens",2026-05-23T17:00:00+00:00,2026-05-23T21:45:00+00:00,Monument historique;Musée de France;Société et civilisation
43243900,"La vie climatique. Histoire sensible des collections. 8e Triennale de l’ADIAF 4/04–20/09/2026
Louisa Babari, AFRICA 15/05/2026–3/01/2027",Nuit européenne des musées,"<p>En continu&nbsp;:<br>- Visite des expositions et des collections en accès libre<br>La vie climatique. Histoire sensible des collections. 8e Triennale de l’ADIAF<br>Louisa Babari, AFRICA<br>- Séance d’écoute de Voix publiques de Louisa Babari<br>- Visites flash<br>- Ateliers collage et photomontage pour les familles au centre de documentation  </p> <p>De 19h à 00h&nbsp;: KIOSK ouvert sur le rooftop du [mac]<br>soirée musicale SO RUFF SO TUFF<br>La programmation observe les dernières mutations des musiques électroniques et des musiques expérimentales, s’ouvrant à des scènes et des artistes influencés par les sons et les rythmes qui ont voyagé grâce aux deux ou trois dernières générations d’enfants issues des migrations récentes, concrètement, de la sédimentation dynamique pour secouer les corps et les esprits.</p>",Marseille,Provence-Alpes-Côte d'Azur,MAC - Musée d'art contemporain,2026-05-23T17:00:00+00:00,2026-05-23T21:59:00+00:00,Musée de France;Art moderne et contemporain;Photographie
62673512,La matière dansée,"La classe, l’œuvre !","<p>Ce projet met en lien les lycéens spécialité danse (tous niveaux) du lycée Saint-Charles, avec les collégiens (tous niveaux) option danse du collège Olympe de Gouges, avec le Musée d'Arts Africains, Océaniens, Amérindiens - MAAOA.<br>Après avoir découvert les collections permanentes du musée à travers ses 3 salles, les élèves travaillent sur une chorégraphie en lien avec ce qui les a touchés.<br>À l’occasion de la Nuit des Musées, ils déambuleront dans le bâtiment et dans les salles pour partager et mettre en mouvement leur expérience du musée.</p>",Marseille,Provence-Alpes-Côte d'Azur,"MAAOA - Musée d'Arts Africains, Océaniens, Amérindiens",2026-05-23T15:00:00+00:00,2026-05-23T21:59:00+00:00,
2565304,Découvrez un outil permettant de développer vos compétences vis à vis de l'IA (réservé PACA),"En vue de vous aider à développer vos compétences et optimiser votre recherche d'emploi, nous vous présentons notre dernier outil dédié à l'intelligence artificielle générative : le Calendrier de l'IA","<p>En vue de vous aider à développer vos compétences et optimiser votre recherche d'emploi, nous vous présentons notre dernier outil dédié à l'intelligence artificielle générative : le Calendrier de l'IA. 100% gratuit, celui-ci est fait pour vous !!! Accessible et ludique, ce calendrier vous permet d'acquérir des compétences de manière interactive et adaptée à vos besoins. Avec ce calendrier, vous pourrez : -utiliser des IA génératives pour diverses tâches quotidiennes, -apprendre à formuler des pr</p>",Marseille,Provence-Alpes-Côte d'Azur,Marseille - DR PROVENCE ALPES COTE D'AZUR,2026-05-22T12:00:00+00:00,2026-05-22T12:30:00+00:00,
92105663,Accompagnement à la création d'entreprise - Choisir son statut pour se lancer à son compte - NUMBR,Cet atelier s'adresse aux porteurs de projets souhaitant se lancer dans une activité indépendante.,"<p>Cet atelier s'adresse aux porteurs de projets souhaitant se lancer dans une activité indépendante.</p> <p>Les différents statuts juridiques possibles et leurs spécificités (juridique, fiscal et social), Le fonctionnement de la TVA, les seuils applicables et les obligations déclaratives, Les obligations liées à chaque statut et les bonnes pratiques pour démarrer sereinement. Nous présentons également l'accompagnement proposé par Numbr pour les indépendants, ainsi que notre outil dédié (Tiime) pour gére</p>",Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-05-21T07:30:00+00:00,2026-05-21T10:00:00+00:00,
30929355,Les applis de FRANCE TRAVAIL,Lors de cet atelier vous sera présenté les possibilités de : L'application MON ESPACE * pour l'actualisation * pour transmettre des documents * pour contacter votre conseiller * suivre vos rdv avec Fr,<p>Lors de cet atelier vous sera présenté les possibilités de : L'application MON ESPACE * pour l'actualisation * pour transmettre des documents * pour contacter votre conseiller * suivre vos rdv avec France Travail L'application MON PARCOURS * consulter et répondre aux offres * enregistrer mes démarches (15h par semaine) * faire des candidatures spontanées * être alerté des nouvelles offres L'application FRANCE SERVICE L'application TRAVAILLER EN FRANCE L'application SOLIGUIDE</p> <p>.</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence CHATEAU-GOMBERT,2026-05-19T12:00:00+00:00,2026-05-19T14:00:00+00:00,
39012307,Webinaire Google / créateurs : branding Express ou comment structurer sa marque et booster son image (réservé région PACA),"Et si votre marque devenait claire, cohérente et mémorable ? Tu avez une idée, un projet, une entreprise, mais votre image ne reflète pas encore votre ambition ?","<p>Et si votre marque devenait claire, cohérente et mémorable ? Tu avez une idée, un projet, une entreprise, mais votre image ne reflète pas encore votre ambition ? Nous avons le plaisir de vous inviter à un webinaire exclusif organisé avec Google, spécialement conçu pour les créateurs et futurs entrepreneurs. Pendant ce webinaire, vous allez apprendre à : Poser les bases solides de votre identité de marque Construire une stratégie éditoriale alignée Créer une identité visuelle professionnelle grâc</p>",Marseille,Provence-Alpes-Côte d'Azur,Marseille - DR PROVENCE ALPES COTE D'AZUR,2026-05-19T08:00:00+00:00,2026-05-19T10:00:00+00:00,
33109977,DETECTION DE POTENTIEL SAP : êtes vous fait pour les métiers du service à la personne?,"Vous vous questionnez sur une nouvelle orientation professionnelle ? Vous voulez découvrir des métiers humains, vous rendre utile aux autres ?","<p>Vous vous questionnez sur une nouvelle orientation professionnelle ? Vous voulez découvrir des métiers humains, vous rendre utile aux autres ? Participez à un atelier détection de potentiels sur le service à la personne en présence d'un employeur ou d'un organisme de formation. Les candidats ne doivent avoir ni expérience ni formation dans le service à la personne. Un dispositif financé par la région SUD.</p> <p>Présentation du secteur Service à la personne à domicile et formations. - Intervention d'u</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE CAP PINEDE,2026-05-13T07:30:00+00:00,2026-05-13T11:00:00+00:00,
20373418,Et si votre prochain job vous ressemblait vraiment ? (réservé région PACA),Vous cherchez un emploi qui a du sens ? Vous envisagez une reconversion mais ne savez pas par où commencer ? Et si la clé était de mieux vous connaître professionnellement pour faire les bons choix ?,"<p>Vous cherchez un emploi qui a du sens ? Vous envisagez une reconversion mais ne savez pas par où commencer ? Et si la clé était de mieux vous connaître professionnellement pour faire les bons choix ? Nous vous invitons à un webinaire interactif dédié à celles et ceux qui veulent reprendre le contrôle de leur avenir professionnel. Au programme : Identifier vos aspirations, talents et motivations profondes Comprendre comment les aligner avec les réalités du marché du travail Découvrir des outils n</p>",Marseille,Provence-Alpes-Côte d'Azur,Marseille - DR PROVENCE ALPES COTE D'AZUR,2026-05-12T08:00:00+00:00,2026-05-12T10:00:00+00:00,
74088705,RDV ADIE micro crédit pour les entreprises,L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise.,<p>L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise. Objectif : Accompagnement personnalisé pour les personnes souhaitant créer ou reprendre une entreprise. Les conseillers de l'ADIE guideront les bénéficiaires sur les démarches à suivre et les possibilités de financement.</p> <p>Rendez-vous individuel avec un consultant de l'ADIE</p>,Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE SAINT CHARLES,2026-05-07T10:30:00+00:00,2026-05-07T11:00:00+00:00,
122846,RDV ADIE micro crédit pour les entreprises,L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise.,<p>L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise. Objectif : Accompagnement personnalisé pour les personnes souhaitant créer ou reprendre une entreprise. Les conseillers de l'ADIE guideront les bénéficiaires sur les démarches à suivre et les possibilités de financement.</p> <p>Rendez-vous individuel avec un consultant de l'ADIE</p>,Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE SAINT CHARLES,2026-05-07T10:00:00+00:00,2026-05-07T10:30:00+00:00,
58100122,RDV ADIE micro crédit pour les entreprises,L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise.,<p>L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise. Objectif : Accompagnement personnalisé pour les personnes souhaitant créer ou reprendre une entreprise. Les conseillers de l'ADIE guideront les bénéficiaires sur les démarches à suivre et les possibilités de financement.</p> <p>Rendez-vous individuel avec un consultant de l'ADIE</p>,Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE SAINT CHARLES,2026-05-07T09:30:00+00:00,2026-05-07T10:00:00+00:00,
20243761,Création d'entreprise - TRANSFORAMA,Présentation de l'offre TRANSFORAMA,<p>Présentation de l'offre TRANSFORAMA</p> <p>Accompagnement sur la création d'entreprise</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence BLANCARDE,2026-05-07T09:00:00+00:00,2026-05-07T11:00:00+00:00,
64374435,RDV ADIE micro crédit pour les entreprises,L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise.,<p>L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise. Objectif : Accompagnement personnalisé pour les personnes souhaitant créer ou reprendre une entreprise. Les conseillers de l'ADIE guideront les bénéficiaires sur les démarches à suivre et les possibilités de financement.</p> <p>Rendez-vous individuel avec un consultant de l'ADIE</p>,Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE SAINT CHARLES,2026-05-07T09:00:00+00:00,2026-05-07T09:30:00+00:00,
93978776,RDV ADIE micro crédit pour les entreprises,L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise.,<p>L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise. Objectif : Accompagnement personnalisé pour les personnes souhaitant créer ou reprendre une entreprise. Les conseillers de l'ADIE guideront les bénéficiaires sur les démarches à suivre et les possibilités de financement.</p> <p>Rendez-vous individuel avec un consultant de l'ADIE</p>,Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE SAINT CHARLES,2026-05-07T08:30:00+00:00,2026-05-07T09:00:00+00:00,
94497929,Création d'entreprise : toutes les infos utiles! au Carburateur.,L'agence FRANCE TRAVAIL Cap Pinède a le plaisir de vous inviter à son évènement porté sur la création d'entreprise au CARBURATEUR.,"<p>L'agence FRANCE TRAVAIL Cap Pinède a le plaisir de vous inviter à son évènement porté sur la création d'entreprise au CARBURATEUR. Ce moment de convivialité nous permettra de vous informer sur votre Projet entrepreneurial. Impatients de vous retrouver, La Team Créa Cap Pinède !</p> <p>Nous vous attendons à 9h au Carburateur au 211 chemin de la madrague ville 13015 Marseille, pour une durée de 2h.</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE CAP PINEDE,2026-05-07T08:00:00+00:00,2026-05-07T10:00:00+00:00,
81988005,RDV ADIE micro crédit pour les entreprises,L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise.,<p>L'ADIE sera présente dans les locaux de l'AGENCE PORTE D'AIX le 9 avril au matin pour proposer des rendez-vous individuels aux demandeurs d'emploi porteurs de projets d'entreprise. Objectif : Accompagnement personnalisé pour les personnes souhaitant créer ou reprendre une entreprise. Les conseillers de l'ADIE guideront les bénéficiaires sur les démarches à suivre et les possibilités de financement.</p> <p>Rendez-vous individuel avec un consultant de l'ADIE</p>,Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE SAINT CHARLES,2026-05-07T08:00:00+00:00,2026-05-07T08:30:00+00:00,
39947460,Les applis de FRANCE TRAVAIL,Lors de cet atelier vous sera présenté les possibilités de : L'application MON ESPACE * pour l'actualisation * pour transmettre des documents * pour contacter votre conseiller * suivre vos rdv avec Fr,<p>Lors de cet atelier vous sera présenté les possibilités de : L'application MON ESPACE * pour l'actualisation * pour transmettre des documents * pour contacter votre conseiller * suivre vos rdv avec France Travail L'application MON PARCOURS * consulter et répondre aux offres * enregistrer mes démarches (15h par semaine) * faire des candidatures spontanées * être alerté des nouvelles offres L'application FRANCE SERVICE L'application TRAVAILLER EN FRANCE L'application SOLIGUIDE</p> <p>.</p>,Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence CHATEAU-GOMBERT,2026-05-05T13:00:00+00:00,2026-05-05T15:00:00+00:00,
45649157,"Rejoignez la Métropole Aix-Marseille-Provence - métiers de la comptabilité, finance et juridique","Avant de vous inscrire, merci de vérifier que vous avez un CV téléchargé sur votre espace France Travail. A la demande du recruteur nous devons vérifier les prérequis.","<p>Avant de vous inscrire, merci de vérifier que vous avez un CV téléchargé sur votre espace France Travail. A la demande du recruteur nous devons vérifier les prérequis. Vous êtes à la recherche d'une opportunité dans les domaines de la comptabilité, gestion, finance ou juridique ? Ne manquez pas cette occasion ! France Travail organise un événement de recrutement en partenariat avec la Métropole Aix-Marseille-Provence. Postes à pourvoir profil recherchés: Comptable Assistant(e) comptable Assistan</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE SAINT CHARLES,2026-04-30T07:00:00+00:00,2026-04-30T10:00:00+00:00,
54858923,VAE : Réunion d'information sur la Validation des Acquis et de l'Expérience,"Vous avez une expérience professionnelle/bénévole, en France ou à l'étranger, dans un métier mais vous n'avez pas de diplôme?","<p>Vous avez une expérience professionnelle/bénévole, en France ou à l'étranger, dans un métier mais vous n'avez pas de diplôme? Savez-vous qu'il est possible d'obtenir un diplôme sans suivre une formation? Vous avez déjà entendu parler de la VAE? Vous voulez connaitre les conditions d'accès, les financements et les accompagnements possibles? Cette réunion d'information collective est faite pour vous ! Munissez-vous d'un CV à jour pour la réunion d'information (CV obligatoire).</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE CARRE GABRIEL,2026-04-30T07:00:00+00:00,2026-04-30T10:00:00+00:00,
70010219,"Forum ""Cap sur l'alternance"" - Biocoop : Employé(e) de commerce polyvalent en alternance - magasin bio",Cap sur l'alternance : boostez votre avenir !,<p>Cap sur l'alternance : boostez votre avenir ! Rencontre avec Biocoop Marseille 13015 : Intitulé du poste : Employé(e) de commerce polyvalent en alternance - magasin bio - Contrat en alternance (apprentissage ou professionnalisation) - Niveau attendu à l'entrée : Niveau CAP / Bac ou équivalent - Débutant accepté si motivé(e) par le commerce et la vente - Sensibilité aux produits bio et aux valeurs écologiques - Sens du service et esprit d'équipe Missions : - Accueil et conseil clients - Mise en r</p>,Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE CAP PINEDE,2026-04-29T13:00:00+00:00,2026-04-29T14:00:00+00:00,
57342764,"Forum ""Cap sur l'alternance"" (merci de consulter la liste des structures présentes avant de vous positionner)","-SIMPLON (formations secteur numérique) -Croix-rouge compétences (apprentissage aide-soignant, auxiliaire de puér.","<p>-SIMPLON (formations secteur numérique) -Croix-rouge compétences (apprentissage aide-soignant, auxiliaire de puér.) -COROT formation (formations secteur restauration, commerce) -L'INHNI (formations secteur propreté, du CAP au bac 3) -ORGALY (CAP AEPE TP ADVF) -CFBT (formations secteur BTP, paramédical et fonctions support) -AFPA -GRETA: Lycée la Calade (formation secteur beauté - Mode) -FORMATSUD (formations secteur BTP second oeuvre) -Les apprentis d'Auteuil: (prépa formation entrée en alternan</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE CAP PINEDE,2026-04-29T13:00:00+00:00,2026-04-29T14:00:00+00:00,
71019339,Structurer mon projet de création d'entreprise,"Créer son entreprise : une aventure passionnante, mais exigeante ! Se lancer dans l'entrepreneuriat, c'est faire le choix de l'autonomie, de la créativité et de l'ambition.","<p>Créer son entreprise : une aventure passionnante, mais exigeante ! Se lancer dans l'entrepreneuriat, c'est faire le choix de l'autonomie, de la créativité et de l'ambition. Mais entre l'idée et la concrétisation, de nombreux défis peuvent se dresser sur votre chemin. Comment éviter les écueils et maximiser vos chances de succès ? Nous proposons un atelier spécialement conçu pour les demandeurs d'emploi porteurs de projet, afin d'identifier les erreurs courantes et de vous donner les clés pour le</p>",Marseille,Provence-Alpes-Côte d'Azur,Marseille - Agence CHATEAU-GOMBERT,2026-04-29T07:00:00+00:00,2026-04-29T09:00:00+00:00,
29870179,Job Dating Hôtellerie-Restauration-Tourisme : Rencontrez votre futur employeur et décrochez un emploi !,"Plongez au coeur de l'univers dynamique de l'hôtellerie, de la restauration et du tourisme lors de notre Job Dating exclusif !!!!","<p>Plongez au coeur de l'univers dynamique de l'hôtellerie, de la restauration et du tourisme lors de notre Job Dating exclusif !!!! Cet événement est conçu pour vous offrir des rencontres privilégiées avec une vingtaine d'entreprises leaders dans ces secteurs. Que vous soyez passionné par l'accueil, la cuisine, la gestion hôtelière ou l'organisation d'événements, cet événement est fait pour vous. Venez échanger directement avec des employeurs à la recherche de nouveaux talents. Une opportunité uni</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE PHARO,2026-04-28T15:00:00+00:00,2026-04-28T16:00:00+00:00,
15607480,Job Dating Hôtellerie-Restauration-Tourisme : Rencontrez votre futur employeur et décrochez un emploi !,"Plongez au coeur de l'univers dynamique de l'hôtellerie, de la restauration et du tourisme lors de notre Job Dating exclusif !!!!","<p>Plongez au coeur de l'univers dynamique de l'hôtellerie, de la restauration et du tourisme lors de notre Job Dating exclusif !!!! Cet événement est conçu pour vous offrir des rencontres privilégiées avec une vingtaine d'entreprises leaders dans ces secteurs. Que vous soyez passionné par l'accueil, la cuisine, la gestion hôtelière ou l'organisation d'événements, cet événement est fait pour vous. Venez échanger directement avec des employeurs à la recherche de nouveaux talents. Une opportunité uni</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE PHARO,2026-04-28T14:00:00+00:00,2026-04-28T15:00:00+00:00,
3772092,"""Réunion d'information exclusive : Tout savoir sur vos droits et les services France Travail !""",Vous venez de vous inscrire ou de vous réinscrire comme demandeur d'emploi et vous souhaitez en savoir plus sur vos droits et devoirs ?,"<p>Vous venez de vous inscrire ou de vous réinscrire comme demandeur d'emploi et vous souhaitez en savoir plus sur vos droits et devoirs ? Participez à notre réunion d'information dédiée aux nouveaux inscrits ! Cette réunion vous permettra de mieux comprendre les obligations liées à votre statut de demandeur d'emploi, mais aussi de découvrir les nombreux services mis à votre disposition par France Travail pour faciliter votre insertion professionnelle. Des conseillers seront présents pour répondre</p>",Marseille,Provence-Alpes-Côte d'Azur,Agence MARSEILLE LA VALENTINE,2026-04-28T14:00:00+00:00,2026-04-28T15:00:00+00:00,
